상품명,브랜드/판매자,가격,배송정보,평점정보,성분정보,링크,이미지URL,텍스트
꼬뜨 치카껌 크랜베리 스틱 100g,꼬뜨,"5,900원",대통령배송,"4.9
(238)",,https://dogpre.com/product/80086,https://img.funnc.com/mobile/dogpre/product/81/80086_list_L1_01529293.png,"품절
꼬뜨
꼬뜨 치카껌 크랜베리 스틱 100g
5,900원
대통령배송
4.9
(238)"
꼬뜨 치카껌 콜라겐 스틱 100g,꼬뜨,"5,900원",대통령배송,"4.8
(250)",,https://dogpre.com/product/80083,https://img.funnc.com/mobile/dogpre/product/81/80083_list_L1_01134742.png,"품절
꼬뜨
꼬뜨 치카껌 콜라겐 스틱 100g
5,900원
대통령배송
4.8
(250)"
개님의껌 워우번볼 6개입,개님의상점,"7,000원",대통령배송,"4.8
(65)",,https://dogpre.com/product/73495,https://img.funnc.com/mobile/dogpre/product/74/73495_list_L1_01880019.png,"품절
개님의상점
개님의껌 워우번볼 6개입
7,000원
대통령배송
4.8
(65)"
아침애 오리목뼈껌 소 80g,아침애,"3,900원",대통령배송,"4.6
(4,771)",,https://dogpre.com/product/23624?bundleOptionId=157770,https://img.funnc.com/mobile/dogpre/product/24/23624_list_L1_3627.png,"품절
아침애
아침애 오리목뼈껌 소 80g
3,900원
4개 구매 시 개당 3,700원
대통령배송
4.6
(4,771)"
오메가본 치킨딩고 사사미껌 5개입,오메가본,"1,800원",대통령배송,"4.7
(1,007)",,https://dogpre.com/product/22886?bundleOptionId=170035,https://img.funnc.com/mobile/dogpre/product/23/22886_list_L1_9727.png,"품절
오메가본
오메가본 치킨딩고 사사미껌 5개입
1,800원
10개 구매 시 개당 1,600원
대통령배송
4.7
(1,007)"
오메가본 클로렐라 딩고껌 5개입,오메가본,"1,300원",대통령배송,"4.5
(2,406)",,https://dogpre.com/product/22884?bundleOptionId=165620,https://img.funnc.com/mobile/dogpre/product/23/22884_list_L1_4645.png,"품절
오메가본
오메가본 클로렐라 딩고껌 5개입
1,300원
10개 구매 시 개당 1,100원
대통령배송
4.5
(2,406)"
포켄스 덴탈스틱 후레시 오메가3 큰별 220g,포켄스,"9,500원",대통령배송,"4.6
(456)",,https://dogpre.com/product/19692,https://img.funnc.com/mobile/dogpre/product/20/19692_list_L1_01297674.png,"품절
포켄스
포켄스 덴탈스틱 후레시 오메가3 큰별 220g
9,500원
대통령배송
4.6
(456)"
포켄스 덴탈스틱 후레시 오메가3 작은별 220g,포켄스,"9,500원",대통령배송,"4.6
(795)",,https://dogpre.com/product/19691,https://img.funnc.com/mobile/dogpre/product/20/19691_list_L1_01818708.png,"품절
포켄스
포켄스 덴탈스틱 후레시 오메가3 작은별 220g
9,500원
대통령배송
4.6
(795)"
포켄스 덴탈스틱 후레시 오리지날 큰별 220g,포켄스,"9,500원",대통령배송,"4.6
(577)",,https://dogpre.com/product/19688,https://img.funnc.com/mobile/dogpre/product/20/19688_list_L1_01446856.png,"품절
포켄스
포켄스 덴탈스틱 후레시 오리지날 큰별 220g
9,500원
대통령배송
4.6
(577)"
포켄스 덴탈스틱 후레시 오리지날 작은별 220g,포켄스,"9,500원",대통령배송,"4.7
(1,270)",,https://dogpre.com/product/19687,https://img.funnc.com/mobile/dogpre/product/20/19687_list_L1_01103779.png,"품절
포켄스
포켄스 덴탈스틱 후레시 오리지날 작은별 220g
9,500원
대통령배송
4.7
(1,270)"
